414,2014,Queens, West Queens,402,473,21,473,2.1,74,3.3
415,2005,Brooklyn, Williamsburg - Bushwick,211,2072,178.3,0,0,0,0
416,2006,Brooklyn, Williamsburg - Bushwick,211,1836,158.4,0,0,0,0
417,2007,Brooklyn, Williamsburg - Bushwick,211,1432,125.8,0,0,0,0
418,2008,Brooklyn, Williamsburg - Bushwick,211,925,79.4,0,0,0,0
419,2009,Brooklyn, Williamsburg - Bushwick,211,765,64.5,0,0,0,0
420,2010,Brooklyn, Williamsburg - Bushwick,211,701,57.7,0,0,0,0
421,2011,Brooklyn, Williamsburg - Bushwick,211,530,44,0,0,0,0
422,2012,Brooklyn, Williamsburg - Bushwick,211,417,37.2,0,0,0,0
423,2014,Brooklyn, Williamsburg - Bushwick,211,271,27,271,2.7,40,4
424,2005,Staten Island, Willowbrook,503,108,44.6,0,0,0,0
425,2006,Staten Island, Willowbrook,503,96,39.3,0,0,0,0
426,2007,Staten Island, Willowbrook,503,88,33.5,0,0,0,0
427,2008,Staten Island, Willowbrook,503,55,20.9,0,0,0,0
428,2009,Staten Island, Willowbrook,503,65,25.1,0,0,0,0
429,2010,Staten Island, Willowbrook,503,37,14.1,0,0,0,0
430,2011,Staten Island, Willowbrook,503,37,14.6,0,0,0,0
431,2012,Staten Island, Willowbrook,503,27,11.2,0,0,0,0
432,2014,Staten Island, Willowbrook,503,16,7,16,0.7,0,0.9
